pH,EC,light %,Water level
6.393650443,1.596473429,0.707630505,7.21830194
6.394461244,1.591514741,0.704163539,7.329712108
6.394579339,1.590084509,0.703977014,7.209109127
6.393268079,1.609840539,0.705129758,7.224578354
6.392428008,1.593059303,0.712853915,7.208542877
6.394495181,1.601642779,0.715240319,7.378173644
6.393166335,1.592996908,0.715269281,7.287879461
6.394085852,1.594226354,0.713649071,7.303326815
6.392944533,1.599321153,0.712061547,7.228608053
6.394012385,1.596094538,0.712689205,7.39828899
6.391484998,1.593349704,0.705127581,7.213766426
6.390726081,1.592904387,0.704060919,7.314588041
6.394379814,1.606743653,0.719181713,7.208605117
6.39372094,1.600500965,0.719314746,7.365983737
6.392000264,1.607356441,0.700461989,7.362639428
6.391954304,1.608631883,0.704074453,7.216136829
6.393762117,1.592021442,0.717156305,7.216169099
6.392476327,1.595571195,0.707029837,7.264180842
6.393976064,1.598722198,0.701915918,7.243350266
6.391409493,1.595592766,0.708504119,7.328212718
6.391705917,1.59282867,0.715664979,7.332479795
6.392155134,1.607893758,0.717112462,7.380388671
6.392180859,1.603601637,0.700105346,7.29445211
6.390404782,1.596077476,0.702676472,7.299157295
6.391899111,1.598663452,0.70935831,7.390022441
6.390333704,1.609745109,0.716189187,7.360793037
6.394581374,1.598936948,0.711016541,7.352274502
6.394925298,1.590432227,0.710153283,7.258628419
6.394273773,1.59140284,0.710135331,7.21639606
6.391693395,1.595324707,0.71710612,7.359196135
6.393172172,1.603953009,0.718007107,7.292649877
6.392884687,1.596689612,0.715484321,7.312116569
6.392657202,1.597311811,0.711537347,7.388810644
6.392566738,1.592266417,0.714638614,7.315362599
6.393035919,1.606101158,0.710095797,7.354551354
6.390219223,1.605009464,0.712023787,7.282064472
6.390816119,1.596623398,0.706029121,7.379541769
6.393259047,1.608643954,0.701083804,7.204023178
6.393674098,1.597113346,0.70091201,7.338429183
6.390216404,1.597227925,0.712015884,7.379281308
6.390217452,1.596758851,0.716286837,7.379424291
6.394333443,1.603377616,0.717119393,7.328305868
6.392539829,1.595788376,0.71354327,7.209147076
6.394542117,1.606640815,0.718634464,7.372134917
6.393839921,1.595419242,0.717188829,7.342481815
6.390835511,1.601641705,0.706951597,7.228513664
6.39008021,1.599178327,0.715281338,7.356221895
6.392482203,1.593058654,0.711247135,7.327390529
6.394400717,1.591535134,0.713908083,7.38847741
6.39331122,1.609314972,0.702613811,7.391660966
6.391148084,1.594930718,0.707237546,7.346575973
6.39012971,1.593424739,0.714265172,7.35455614
6.391122382,1.597987484,0.711802954,7.34010938
6.390174961,1.604560213,0.71124085,7.307069764
6.394470919,1.604341935,0.711230784,7.230758734
6.39312448,1.59932902,0.711756524,7.221869299
6.394551738,1.593283336,0.707026742,7.238975108
6.390881084,1.599453827,0.705424828,7.374469561
6.394205017,1.609982639,0.708149584,7.273654443
6.390938826,1.593382653,0.719400948,7.21910444
6.393564043,1.600888463,0.713659132,7.356030891
6.392056172,1.598348197,0.700422316,7.312851311
6.39334103,1.607371471,0.707535374,7.3596055
6.394967241,1.608386304,0.709440331,7.205312034
6.393096365,1.60195472,0.715194946,7.322766809
6.393722807,1.603272745,0.713299631,7.244002687
6.390777105,1.606171057,0.71520567,7.244448824
6.393460218,1.592646759,0.71973861,7.27036459
6.394267878,1.606625071,0.709274099,7.387394931
6.393695269,1.59011095,0.719436284,7.236557492
6.394301969,1.603764307,0.715312792,7.390409572
6.391921059,1.604443628,0.704819511,7.331850008
6.391169938,1.594951824,0.71106927,7.221199909
6.393415358,1.604151732,0.70619227,7.251267981
6.392395308,1.602364676,0.701119041,7.281469708
6.390633982,1.593182619,0.701826596,7.228829501
6.392369877,1.597245086,0.707195858,7.280278434
6.391610759,1.608726295,0.716641896,7.397606474
6.390902844,1.594123926,0.712414606,7.205036931
6.393903024,1.602772034,0.702173593,7.397231088
6.390314581,1.609537548,0.70654128,7.311139646
6.391204742,1.590372787,0.71488753,7.321939429
6.391034913,1.595909806,0.709953884,7.308737416
6.393574706,1.601382143,0.715046478,7.292824514
6.392960895,1.607585696,0.706311956,7.259084021
6.391491674,1.591098346,0.704603216,7.32760778
6.390382823,1.602923763,0.71357465,7.289963218
6.391353062,1.590583996,0.714405444,7.343519253
6.39407095,1.590524168,0.704963338,7.375503064
6.393056132,1.598566789,0.707981522,7.24268243
6.394506056,1.607540783,0.719503615,7.358096843
6.390981997,1.598991121,0.71868872,7.299511992
6.393178471,1.602356439,0.70099017,7.24389488
6.39237049,1.608374131,0.703132809,7.360406031
6.392346657,1.594040925,0.707632714,7.225332603
6.39073206,1.606430738,0.71797362,7.258782062
6.39221895,1.592039629,0.715640062,7.314595701
6.393400584,1.606081477,0.703375553,7.371399301
6.390504846,1.608920243,0.710600978,7.35666224
6.391217431,1.590942925,0.713152845,7.305589821
6.391552888,1.596636666,0.715889727,7.371493475
6.392954763,1.608358537,0.714478382,7.384685071
6.393831262,1.605488249,0.71642357,7.261963612
6.392970514,1.606518938,0.710666667,7.334877835
6.393568112,1.609917572,0.70520987,7.237185979
6.392507966,1.590036807,0.701906637,7.254284348
6.394397056,1.601980037,0.703401053,7.278043744
6.390136754,1.607830658,0.705527667,7.284627113
6.392674298,1.592619557,0.716702433,7.395598129
6.393105113,1.60739535,0.71471783,7.243137589
6.390533281,1.592814666,0.70065423,7.283253497
6.392767831,1.60511636,0.70382348,7.370444627
6.390154807,1.605708997,0.714732759,7.29221176
6.393021151,1.595600288,0.719665896,7.261216756
6.392472473,1.60955222,0.717561363,7.20999257
6.39063131,1.594531983,0.700433273,7.357626872
6.393068038,1.607819071,0.713938709,7.336817973
6.391608403,1.599053812,0.716980215,7.303859387
6.392675076,1.599104343,0.713536157,7.320027094
6.391203405,1.592123223,0.715157315,7.267691452
6.391130078,1.609446063,0.700384326,7.268630708
6.390528922,1.600342073,0.711698416,7.216707026
6.394010804,1.596901528,0.70624154,7.304598786
6.392677569,1.606137243,0.715271764,7.213321359
6.391973736,1.59342985,0.719120797,7.28327695
6.393200081,1.605378453,0.719547492,7.247782221
6.390439381,1.595929249,0.710389503,7.298149424
6.393317229,1.604217384,0.70073543,7.287869107
6.394999007,1.607917895,0.716981444,7.344278741
6.392004217,1.590299778,0.716848892,7.285071969
6.390123151,1.598108775,0.718837394,7.320894997
6.394336629,1.591789772,0.701886261,7.285879431
6.392554911,1.593518973,0.702546047,7.36181651
6.394897568,1.601655397,0.718032574,7.247519911
6.394045042,1.597255497,0.709265887,7.301887726
6.390547929,1.594694836,0.708706402,7.214818714
6.390110045,1.594538513,0.70153184,7.309031974
6.393046563,1.596709284,0.708243501,7.217065835
6.392647059,1.597034156,0.716823917,7.295332456
6.392740835,1.605028292,0.715425789,7.279312983
6.394354851,1.59738397,0.713872594,7.246583866
6.39440952,1.598402371,0.709049302,7.38674603
6.391599184,1.607772026,0.713843318,7.320142554
6.391156087,1.604494692,0.71157452,7.271629396
6.39361901,1.592384047,0.700032964,7.394785981
6.394103281,1.591101914,0.716710586,7.339433426
6.391796073,1.606502198,0.711999015,7.253160936
6.390328648,1.600970018,0.704408154,7.256540422
6.393142063,1.593273812,0.705807069,7.290823617
6.390922177,1.593641381,0.702909949,7.325781289
6.394223511,1.594750202,0.71162675,7.367832258
6.392899188,1.590371212,0.702451374,7.27839336
6.394358686,1.590938302,0.704340431,7.230809848
6.391085609,1.605054319,0.701870531,7.241180534
6.390133455,1.599639852,0.718837596,7.259685896
6.390018329,1.59889498,0.71039677,7.393016219
6.390047544,1.597335021,0.704300009,7.25617906
6.39324773,1.603916733,0.71457671,7.329269635
6.392746531,1.597424444,0.707524209,7.33847804
6.392714055,1.605500943,0.716981295,7.208126325
6.390669833,1.596221267,0.701487774,7.342708986
6.393453055,1.607044924,0.700524984,7.20883894
6.394310476,1.607270094,0.717448941,7.252731992
6.391276414,1.603191039,0.714019605,7.342346887
6.39214409,1.599503123,0.716158777,7.257226457
6.390663141,1.593154184,0.708787733,7.26666035
6.393627922,1.597654271,0.71040577,7.220050993
6.392799251,1.605088392,0.703352744,7.297247467
6.391547448,1.598112669,0.714934619,7.378443733
6.391461062,1.592923031,0.713586229,7.333220079
6.391345393,1.593636167,0.705162528,7.299978027
6.392528205,1.602994993,0.713900136,7.283247346
6.391725469,1.609538437,0.706033934,7.374371846
6.392362942,1.602316115,0.701407377,7.392142437
6.390737702,1.596998207,0.705609888,7.243755203
6.391579538,1.609527503,0.70804563,7.239567616
6.390474566,1.601821937,0.704380868,7.342427653
6.391023335,1.595027165,0.717899367,7.279214645
6.392891252,1.606331685,0.716584199,7.358175269
6.393449586,1.605002538,0.708312046,7.282936048
6.390213154,1.604576711,0.719890081,7.317851258
6.392203081,1.604639866,0.71162246,7.291445419
6.394210843,1.593208122,0.709311267,7.24566985
6.392367836,1.600965242,0.702295706,7.213780509
6.392712363,1.59601844,0.704052523,7.388213288
6.391884867,1.598510567,0.70404476,7.211752735
6.392393489,1.601705195,0.717060869,7.361885727
6.393280176,1.604626644,0.709184602,7.386019266
6.391542683,1.603712675,0.70448806,7.396863696
6.392476975,1.602665155,0.713866675,7.381260184
6.390400322,1.599874007,0.715549099,7.371133019
6.39302075,1.601045273,0.717813793,7.353801266
6.390475022,1.609973296,0.712183094,7.35657922
6.391670082,1.597392456,0.710946167,7.297468813
6.394949708,1.591981073,0.712468772,7.231086306
6.394963895,1.604986244,0.715368934,7.306857928
6.390926506,1.605786239,0.704866909,7.358111303
6.392065286,1.600697762,0.703417384,7.284739449
6.391465311,1.594707913,0.710793326,7.379253884
6.39383323,1.596256919,0.71433255,7.237539046
6.391919063,1.599894551,0.713350102,7.215304755
6.392385186,1.594949022,0.708218257,7.384845379
6.391853409,1.604087989,0.703444801,7.351071464
6.394841632,1.598290129,0.715301816,7.397156448
6.391838831,1.601541636,0.709666685,7.205131617
6.393429255,1.607364494,0.712929756,7.398328766
6.391708432,1.606815123,0.701357099,7.293007414
6.39440657,1.59334481,0.71794853,7.255324549
6.390692866,1.59233977,0.711367985,7.313317809
6.391980702,1.596562683,0.70834545,7.389587648
6.391096536,1.602943144,0.710501145,7.241600078
6.392419029,1.594310323,0.705372074,7.254077504
6.394597153,1.609542221,0.717006005,7.224594916
6.393131959,1.606176353,0.712197577,7.211952855
6.390839166,1.600127854,0.700558382,7.329619475
6.393439542,1.59766056,0.706126357,7.391210568
6.390808209,1.596986667,0.703940627,7.334204643
6.39154536,1.596422724,0.706146579,7.369342318
6.394259586,1.590267022,0.713375142,7.283854983
6.391414348,1.601024875,0.704307633,7.272356933
6.392523396,1.593864554,0.708199734,7.298630207
6.391643258,1.605395153,0.706037441,7.314651012
6.394939198,1.592810317,0.715693203,7.397800397
6.392360983,1.593233295,0.716020029,7.398130898
6.393718932,1.606245819,0.71191177,7.329070296
6.392350462,1.604153527,0.708201563,7.30383993
6.391127589,1.608318911,0.717300898,7.208452521
6.390024445,1.607110948,0.719572726,7.291382674
6.391376839,1.605553862,0.70836363,7.255764804
6.394096784,1.594135341,0.70143368,7.372367742
6.39297031,1.60534618,0.71492985,7.29071318
6.394036543,1.603291766,0.717575312,7.221256151
6.391611146,1.590445008,0.706287997,7.221441171
6.394577576,1.595123482,0.71395793,7.391326745
6.393449238,1.600406901,0.705711338,7.37113256
6.390494571,1.608293161,0.714361479,7.286919002
6.39393301,1.605929678,0.701233194,7.376907305
6.394167999,1.599805845,0.710047166,7.217025052
6.392811682,1.605765629,0.710120319,7.35156598
6.393488934,1.599090346,0.715216675,7.234990395
6.391887055,1.591430375,0.700317197,7.20841514
6.391085454,1.599718962,0.700223727,7.271595761
6.393897638,1.595810386,0.701196102,7.341803108
6.39410386,1.608934707,0.717923857,7.299722319
6.394095027,1.603797755,0.701334384,7.202041133
6.390931498,1.60586874,0.713701449,7.229473479
6.391127565,1.603936808,0.703455394,7.271229033
6.390813266,1.605683834,0.700508034,7.20580174
6.393040984,1.593149931,0.703294398,7.204918714
6.392070332,1.602771426,0.716458758,7.399006456
6.390251527,1.593602195,0.708016611,7.335566974
6.392377996,1.597472405,0.71862872,7.267140753
6.393253393,1.594463529,0.714221947,7.355670664
6.392440717,1.600774104,0.713741935,7.368676102
6.390642425,1.591051737,0.704734214,7.217729767
6.391482199,1.605075626,0.709917062,7.2715223
6.391765156,1.609332603,0.710798402,7.364518748
6.391151879,1.594910439,0.708821539,7.255139102
6.394850079,1.598245645,0.712974046,7.320442125
6.390357071,1.595863105,0.711469545,7.329372325
6.392948994,1.594333025,0.710876897,7.246816129
6.392333724,1.598612626,0.700634876,7.357273622
6.394522858,1.608292272,0.711875605,7.241683614
6.393253143,1.597289212,0.713905109,7.265345397
6.393578378,1.592301854,0.714831046,7.351975468
6.391684952,1.604555084,0.718351369,7.228195621
6.393050018,1.609266696,0.706980206,7.309289496
6.391608377,1.596123554,0.716417176,7.380029054
6.394276012,1.5930043,0.705790236,7.287778821
6.391917751,1.59886387,0.706636966,7.328217045
6.391402592,1.598711217,0.711342505,7.258017031
6.390937318,1.598558194,0.709460739,7.240030095
6.393612236,1.601187808,0.717666742,7.270240205
6.391047747,1.607327488,0.717386776,7.333718015
6.391938093,1.603301378,0.705688469,7.370339873
6.393490093,1.590281858,0.719854286,7.361341873
6.394831599,1.599720927,0.705479557,7.235175856
6.390579422,1.590705652,0.708936015,7.356643286
6.392586386,1.594629332,0.709708294,7.248952222
6.391421441,1.603625315,0.701732242,7.310538435
6.392993356,1.591331667,0.718111373,7.334453891
6.3926157,1.597245105,0.707651434,7.263804514
6.391888333,1.594651469,0.702902546,7.266215086
6.393288734,1.6057749,0.708257723,7.217780091
6.394787172,1.604237812,0.705285596,7.235458397
6.394043827,1.593035852,0.717128397,7.232653568
6.392514982,1.595881628,0.708397815,7.231344723
6.394481293,1.598912848,0.701970562,7.365571008
6.390810508,1.590598097,0.715518628,7.271997301
6.390558606,1.59290277,0.70744712,7.316900787
6.392191885,1.595205693,0.711552785,7.360824133
6.393322639,1.608055591,0.704675162,7.337613667
6.394618434,1.604558256,0.717204774,7.349226968
6.391147303,1.5981886,0.716970451,7.325371859
6.391626139,1.60347908,0.718184479,7.238298466
6.392941581,1.592954009,0.707883863,7.392489539
6.390625768,1.609935476,0.719874235,7.393868826
6.3922483,1.601710254,0.700011384,7.383062442
6.390953791,1.602273864,0.701406062,7.22522647
6.393632293,1.598465909,0.717913394,7.200004692
6.393208024,1.597174389,0.70069799,7.326071092
6.394866136,1.607029287,0.706748004,7.212131899
6.393762701,1.601230985,0.719944337,7.307541878
6.391201224,1.603046804,0.707037237,7.234913288
6.394627768,1.592365087,0.717643563,7.33632451
6.393736338,1.594695916,0.718987726,7.324996798
6.394364983,1.606688363,0.716423417,7.280496026
6.39079613,1.603172609,0.700862103,7.271542126
6.392752772,1.607343453,0.70260475,7.254864751
6.39330123,1.592396,0.708264457,7.216634906
6.391209185,1.593843477,0.71221371,7.313174953
6.390558172,1.60840637,0.703820199,7.321097941
6.393924896,1.600829196,0.706812261,7.289138774
6.392486789,1.594388128,0.709699229,7.329763488
6.393570476,1.602938994,0.701657473,7.328814146
6.39075709,1.606356582,0.719427522,7.303334303
6.392884262,1.605288882,0.715276855,7.243077826
6.392277535,1.607807233,0.708314593,7.251273486
6.394243911,1.607072943,0.705333688,7.380425491
6.390588483,1.595891331,0.717719276,7.212161808
6.390710574,1.598005126,0.713241952,7.384013427
6.393276499,1.603578013,0.719780912,7.302391589
6.391167787,1.596203668,0.701589018,7.367049316
6.391173231,1.593674482,0.710200527,7.348893557
6.394324397,1.601397289,0.719230169,7.325452755
6.391810268,1.608725928,0.705065257,7.288589643
6.39167587,1.59007048,0.718504277,7.387495913
6.394876247,1.593774341,0.70018337,7.34212184
6.393965732,1.593447599,0.717201526,7.267761114
6.392956131,1.590349409,0.701835569,7.381120457
6.390303745,1.59925377,0.706698461,7.398996105
6.392742954,1.602311457,0.708837436,7.293591006
6.390149625,1.606581697,0.700781604,7.297822344
6.392879107,1.593787506,0.711487823,7.224023786
6.391013756,1.596069195,0.704576582,7.325518557
6.392642574,1.603797227,0.705648335,7.260858517
6.390256648,1.592754754,0.70825864,7.244602086
6.393465472,1.599407851,0.70848885,7.399874436
6.393101643,1.598727481,0.716517737,7.231073508
6.39269299,1.603932525,0.705412961,7.390212848
6.393799551,1.605446563,0.705195998,7.342527654
6.392524658,1.609569459,0.717646902,7.258710013
6.39377423,1.59617209,0.716864579,7.241129687
6.391219133,1.598902971,0.717530439,7.253201734
6.391895208,1.596296655,0.71775057,7.204571546
6.39222827,1.592067881,0.706365361,7.21646132
6.390992402,1.595820399,0.707759174,7.313405921
6.391236744,1.602784282,0.704140114,7.291780942
6.392236277,1.607697152,0.718560814,7.36809524
6.393346499,1.59176105,0.700828303,7.345484658
6.392524856,1.603838336,0.700608662,7.275229515
6.394582322,1.600915452,0.704403632,7.220259842
6.39195678,1.597931446,0.718119881,7.238315981
6.394844904,1.598222976,0.711523346,7.348012815
6.391776697,1.607798779,0.71872729,7.260247313
6.39422118,1.607536547,0.7154238,7.282930732
6.390217268,1.609278367,0.718548409,7.261257536
6.391805179,1.599501706,0.715422076,7.347654423
6.394532306,1.594854952,0.70724965,7.28040176
6.390804953,1.598532326,0.701647408,7.342279104
6.394607467,1.591918096,0.708925037,7.237801511
6.393905509,1.603118579,0.711811219,7.304445162
6.39047528,1.596774456,0.711359495,7.289805222
6.393638038,1.604965083,0.716260508,7.316700345
6.391757569,1.602710756,0.716895482,7.266843002
6.39032711,1.607784021,0.716753801,7.33713591
6.391358422,1.592391982,0.70965046,7.223602623
6.393238203,1.606645182,0.716250702,7.330048683
6.394892715,1.604214034,0.703436224,7.223502898
6.390602584,1.606444734,0.717103625,7.235808024
6.393874687,1.597216512,0.705884639,7.234073801
6.391808476,1.606683942,0.715537382,7.296161116
6.393786511,1.605495364,0.712850489,7.385776639
6.391223628,1.596270347,0.719922613,7.387582899
6.39267415,1.599231636,0.718409775,7.221659826
6.391758521,1.606965351,0.701579863,7.320771914
6.394824081,1.5995088,0.716149852,7.246175696
6.392236997,1.596456345,0.708919535,7.227599831
6.390526606,1.606076988,0.718249174,7.201389845
6.394603258,1.607410592,0.711104772,7.361237274
6.393361779,1.603704471,0.70495949,7.387432083
6.392825922,1.600249297,0.714903374,7.353275456
6.39440502,1.591075463,0.707931307,7.334777341
6.391266325,1.595958928,0.706223614,7.278144599
6.391105689,1.591703137,0.706833395,7.261622453
6.393819791,1.604711146,0.719686508,7.399388401
6.394606273,1.604153678,0.700452142,7.236413881
6.393040095,1.594852781,0.701043836,7.39173124
6.391581753,1.609337803,0.70292985,7.242828808
6.391130535,1.606222571,0.707866793,7.368585427
6.39315199,1.599454342,0.705810967,7.389185164
6.392827498,1.591189897,0.715580729,7.245807496
6.393445562,1.609997534,0.709509541,7.231214948
6.394635419,1.603884516,0.700913643,7.370283696
6.391047252,1.607943906,0.709481772,7.243773336
6.392920318,1.600072027,0.702160102,7.355199769
6.394969283,1.593885834,0.717615076,7.27598423
6.394917603,1.607638345,0.704879332,7.213720182
6.390651466,1.597208934,0.716516351,7.280909416
6.393719398,1.596679106,0.716748432,7.276379978
6.392004649,1.598183209,0.70415872,7.346684841
6.393147189,1.590407101,0.705767456,7.248469062
6.394446633,1.601053357,0.709915235,7.238569007
6.390732855,1.605824637,0.709242548,7.305082475
6.394762295,1.590763647,0.703113586,7.30848348
6.394795953,1.597070164,0.709600056,7.263310877
6.39279292,1.608212931,0.704540374,7.267174971
6.39386514,1.602683829,0.704591349,7.392827068
6.391408459,1.603297114,0.719950062,7.246158158
6.394252305,1.597833849,0.719430315,7.27006834
6.39243101,1.595881257,0.718073486,7.288572314
6.393216065,1.608094957,0.711073049,7.373364507
6.39048119,1.59214734,0.704639708,7.35232612
6.390127071,1.601041479,0.711208812,7.256820692
6.390439478,1.60039184,0.701958758,7.281565994
6.393936677,1.608690329,0.716197223,7.376594771
6.393237373,1.600505769,0.702195269,7.25470053
6.394993915,1.60337697,0.712608192,7.310743533
6.393347116,1.590071516,0.708879969,7.364299357
6.392095124,1.60308703,0.710686167,7.268454211
6.392354019,1.594301348,0.70738133,7.339616211
6.392768587,1.603930395,0.719034229,7.245331273
6.39102915,1.598490934,0.713115501,7.323886141
6.392768779,1.609318952,0.70240068,7.317461197
6.390354608,1.607060192,0.715484608,7.350486618
6.391111068,1.599075366,0.712275261,7.317581308
6.394511145,1.595470346,0.702722508,7.352965934
6.393919781,1.594968823,0.709390407,7.24669018
6.391976626,1.604733431,0.715384536,7.258789929
6.392269595,1.592224026,0.710133644,7.264849881
6.390425257,1.605021618,0.713738059,7.385618022
6.391337149,1.609076846,0.711707239,7.368814111
6.392618596,1.607451953,0.703426463,7.312252005
6.392702789,1.605902115,0.708176623,7.290093186
6.392343402,1.602929006,0.710987364,7.270772569
6.394096657,1.591456469,0.714080148,7.271763542
6.39494556,1.592147327,0.703961605,7.373445646
6.390125257,1.609972161,0.713907799,7.331557266
6.391532819,1.591387674,0.704893937,7.294191557
